Symbol,Spot,Lot_Size,Near_Expiry,Near_Price,Near_DTE,Near_Premium,Near_Basis_Ann,Near_OI,Near_Vol,Near_BidAsk_bps,Far_Expiry,Far_Price,Far_DTE,Far_Premium,Far_Basis_Ann,Far_OI,Far_Vol,Far_BidAsk_bps,Spread_Raw,Spread_Diff,Theo_Spread,Spread_Deviation,Deviation_Pct,Potential_Gain,Est_Margin,Gain_to_Margin_Pct,Backwardation_Score,Liquidity_Score,DTE_Score,Composite_Score,Is_Backwardation,Classic_Setup,Third_Expiry,Third_Price,Third_DTE,Third_Premium,Third_vs_Far,Third_OI
TMPV,313.35,800,30-MAR-2026,314.0,9,0.65,8.41,60589600,5132800,4.8,28-APR-2026,315.9,38,2.55,7.82,9191200,2032000,4.7,1.9,1.9,1.63,0.27,0.0877,0.0,50544.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,317.8,66.0,4.45,1.9,1844800.0
EXIDEIND,305.85,1800,30-MAR-2026,306.0,9,0.15,1.99,27208800,1110600,8.2,28-APR-2026,308.0,38,2.15,6.75,2336400,448200,14.6,2.0,2.0,1.59,0.41,0.1353,0.0,110880.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,310.4,66.0,4.55,2.4,324000.0
RBLBANK,299.85,3175,30-MAR-2026,300.6,9,0.75,10.14,59785250,7369175,6.7,28-APR-2026,302.6,38,2.75,8.81,8470900,2111375,14.9,2.0,2.0,1.56,0.44,0.1484,0.0,192151.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,303.5,66.0,3.65,0.9,203200.0
POWERGRID,302.0,1900,30-MAR-2026,301.6,9,-0.4,-5.37,77221700,6359300,1.7,28-APR-2026,303.65,38,1.65,5.25,4052700,1043100,9.9,2.05,2.05,1.57,0.48,0.1602,0.0,115387.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,305.2,66.0,3.2,1.55,300200.0
RECLTD,332.4,1400,30-MAR-2026,332.4,9,0.0,0.0,70498400,6883800,4.5,28-APR-2026,334.45,38,2.05,5.92,14526400,3950800,6.0,2.05,2.05,1.72,0.33,0.0981,0.0,93646.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,334.0,66.0,1.6,-0.45,3710000.0
VBL,402.9,1125,30-MAR-2026,403.5,9,0.6,6.04,38797875,2484000,3.7,28-APR-2026,405.6,38,2.7,6.44,4457250,803250,8.6,2.1,2.1,2.09,0.01,0.0026,0.0,91260.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,407.7,66.0,4.8,2.1,542250.0
KALYANKJIL,385.0,1175,30-MAR-2026,385.65,9,0.65,6.85,23226225,1406475,5.2,28-APR-2026,387.75,38,2.75,6.86,1197325,423000,11.6,2.1,2.1,2.0,0.1,0.0268,0.0,91121.25,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,390.0,66.0,5.0,2.25,314900.0
KOTAKBANK,368.55,2000,30-MAR-2026,368.75,9,0.2,2.2,210620000,7836000,5.4,28-APR-2026,370.9,38,2.35,6.12,19054000,2816000,6.7,2.15,2.15,1.91,0.24,0.0648,0.0,148360.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,371.0,66.0,2.45,0.1,5298000.0
NATIONALUM,362.85,3750,30-MAR-2026,363.65,9,0.8,8.94,46233750,19020000,6.9,28-APR-2026,365.8,38,2.95,7.81,9810000,4413750,8.2,2.15,2.15,1.88,0.27,0.0739,0.0,274350.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,367.0,66.0,4.15,1.2,5797500.0
DELHIVERY,424.85,2075,30-MAR-2026,425.05,9,0.2,1.91,26410600,2021050,12.9,28-APR-2026,427.3,38,2.45,5.54,506300,340300,16.4,2.25,2.25,2.2,0.05,0.011,0.0,177329.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,428.6,66.0,3.75,1.3,49800.0
PFC,415.7,1300,30-MAR-2026,412.5,9,-3.2,-31.22,52104000,8691800,6.1,28-APR-2026,414.8,38,-0.9,-2.08,13059800,3311100,13.3,2.3,2.3,2.16,0.14,0.0347,0.0,107848.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,417.05,66.0,1.35,2.25,4858100.0
DABUR,432.15,1250,30-MAR-2026,432.55,9,0.4,3.75,28137500,1380000,5.8,28-APR-2026,434.85,38,2.7,6.0,1307500,423750,6.9,2.3,2.3,2.24,0.06,0.0136,0.0,108712.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,439.6,66.0,7.45,4.75,210000.0
JSWENERGY,514.65,1000,30-MAR-2026,513.9,9,-0.75,-5.91,26448000,3828000,7.8,28-APR-2026,516.25,38,1.6,2.99,1722000,558000,16.5,2.35,2.35,2.67,-0.32,-0.062,0.0,103250.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,525.0,66.0,10.35,8.75,41000.0
NTPC,381.55,1500,30-MAR-2026,381.15,9,-0.4,-4.25,97836000,8502000,5.2,28-APR-2026,383.55,38,2.0,5.03,7077000,1008000,9.1,2.4,2.4,1.98,0.42,0.1104,0.0,115065.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,385.6,66.0,4.05,2.05,888000.0
PATANJALI,480.05,900,30-MAR-2026,479.8,9,-0.25,-2.11,37009800,1079100,10.4,28-APR-2026,482.25,38,2.2,4.4,1445400,45000,17.6,2.45,2.45,2.49,-0.04,-0.0082,0.0,86805.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,486.5,66.0,6.45,4.25,9000.0
BIOCON,377.85,2500,30-MAR-2026,377.75,9,-0.1,-1.07,31657500,3422500,5.3,28-APR-2026,380.2,38,2.35,5.97,4692500,1012500,11.8,2.45,2.45,1.96,0.49,0.1298,0.0,190100.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,380.5,66.0,2.65,0.3,722500.0
BEL,429.75,1425,30-MAR-2026,430.4,9,0.65,6.13,99549075,5339475,5.8,28-APR-2026,433.0,38,3.25,7.26,11052300,1647300,5.8,2.6,2.6,2.23,0.37,0.0864,0.0,123405.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,435.05,66.0,5.3,2.05,3404325.0
SAIL,156.76,4700,30-MAR-2026,156.2,9,-0.56,-14.49,169021400,761400,28.2,28-APR-2026,158.99,38,2.23,13.66,33511000,14100,62.9,2.79,2.79,0.81,1.98,1.2612,0.0,149450.6,0.0,0.0,80,100,35.0,False,False,26-MAY-2026,155.72,66.0,-1.04,-3.27,545200.0
CONCOR,449.9,1250,30-MAR-2026,450.5,9,0.6,5.41,26646250,1280000,12.2,28-APR-2026,453.35,38,3.45,7.37,2840000,511250,16.5,2.85,2.85,2.33,0.52,0.1149,0.0,113337.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,455.6,66.0,5.7,2.25,258750.0
TATAPOWER,407.05,1450,30-MAR-2026,406.95,9,-0.1,-1.0,57212650,21861650,4.9,28-APR-2026,409.85,38,2.8,6.61,6790350,5882650,8.5,2.9,2.9,2.11,0.79,0.1938,0.0,118856.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,410.1,66.0,3.05,0.25,598850.0
SONACOMS,508.6,1225,30-MAR-2026,510.05,9,1.45,11.56,11796750,780325,5.9,28-APR-2026,513.0,38,4.4,8.31,453250,110250,13.6,2.95,2.95,2.64,0.31,0.0614,0.0,125685.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,512.6,66.0,4.0,-0.4,40425.0
SAMMAANCAP,139.0,4300,30-MAR-2026,138.37,9,-0.63,-18.38,101673500,442900,49.9,28-APR-2026,141.4,38,2.4,16.58,4575200,12900,70.7,3.03,3.03,0.72,2.31,1.6613,0.0,121604.0,0.0,0.0,80,100,35.0,False,False,26-MAY-2026,142.25,66.0,3.25,0.85,184900.0
AMBUJACEM,424.05,1050,30-MAR-2026,424.15,9,0.1,0.96,47544000,2337300,7.1,28-APR-2026,427.2,38,3.15,7.14,12547500,1251600,5.9,3.05,3.05,2.2,0.85,0.2007,0.0,89712.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,428.5,66.0,4.45,1.3,405300.0
HINDZINC,516.8,1225,30-MAR-2026,518.0,9,1.2,9.42,37721425,4711350,5.8,28-APR-2026,521.1,38,4.3,7.99,5151125,924875,11.5,3.1,3.1,2.68,0.42,0.0812,0.0,127669.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,522.5,66.0,5.7,1.4,879550.0
COALINDIA,469.7,1350,30-MAR-2026,469.2,9,-0.5,-4.32,49846050,11686950,6.4,28-APR-2026,472.35,38,2.65,5.42,7325100,2172150,5.3,3.15,3.15,2.44,0.71,0.152,0.0,127534.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,474.0,66.0,4.3,1.65,276750.0
INDUSTOWER,439.4,1700,30-MAR-2026,438.5,9,-0.9,-8.31,65705000,3738300,6.8,28-APR-2026,441.7,38,2.3,5.03,4263600,708900,11.3,3.2,3.2,2.28,0.92,0.2097,0.0,150178.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,442.0,66.0,2.6,0.3,130900.0
PNBHOUSING,802.0,650,30-MAR-2026,801.1,9,-0.9,-4.55,13129350,720850,9.4,28-APR-2026,804.4,38,2.4,2.87,961350,109850,26.1,3.3,3.3,4.16,-0.86,-0.1071,0.0,104572.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,815.0,66.0,13.0,10.6,42900.0
LICHSGFIN,487.35,1000,30-MAR-2026,487.65,9,0.3,2.5,25521000,1212000,10.3,28-APR-2026,491.0,38,3.65,7.19,7946000,470000,14.3,3.35,3.35,2.53,0.82,0.1688,0.0,98200.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,493.3,66.0,5.95,2.3,250000.0
PIDILITIND,1348.6,500,30-MAR-2026,1347.7,9,-0.9,-2.71,7793000,694500,7.4,28-APR-2026,1351.2,38,2.6,1.85,241000,121000,14.1,3.5,3.5,6.99,-3.49,-0.2591,0.0,135120.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1360.0,66.0,11.4,8.8,39500.0
LICI,772.95,700,30-MAR-2026,771.9,9,-1.05,-5.51,8832600,556500,9.7,28-APR-2026,775.45,38,2.5,3.11,1554000,238700,15.5,3.55,3.55,4.01,-0.46,-0.0593,0.0,108563.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,779.1,66.0,6.15,3.65,113400.0
INDHOTEL,619.65,1000,30-MAR-2026,620.5,9,0.85,5.56,18666000,1288000,6.4,28-APR-2026,624.1,38,4.45,6.9,1212000,260000,15.2,3.6,3.6,3.21,0.39,0.0624,0.0,124820.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,631.45,66.0,11.8,7.35,266000.0
HDFCLIFE,625.95,1100,30-MAR-2026,626.75,9,0.8,5.18,36260400,895400,8.8,28-APR-2026,630.4,38,4.45,6.83,2141700,375100,6.3,3.65,3.65,3.25,0.4,0.0645,0.0,138688.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,633.25,66.0,7.3,2.85,108900.0
DLF,547.3,825,30-MAR-2026,547.15,9,-0.15,-1.11,52196925,4455825,8.2,28-APR-2026,550.9,38,3.6,6.32,5314650,789525,11.8,3.75,3.75,2.84,0.91,0.1666,0.0,90898.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,553.0,66.0,5.7,2.1,383625.0
INDIANB,882.8,1000,30-MAR-2026,881.95,9,-0.85,-3.9,8915000,2069000,11.3,28-APR-2026,885.7,38,2.9,3.16,429000,356000,11.9,3.75,3.75,4.58,-0.83,-0.0938,0.0,177140.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,888.25,66.0,5.45,2.55,30000.0
VEDL,671.3,1150,30-MAR-2026,663.4,9,-7.9,-47.73,56390250,7615300,5.3,28-APR-2026,667.35,38,-3.95,-5.65,7941900,1299500,9.0,3.95,3.95,3.48,0.47,0.0698,0.0,153490.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,668.85,66.0,-2.45,1.5,3422400.0
MARICO,746.15,1200,30-MAR-2026,745.15,9,-1.0,-5.44,26671200,766800,2.0,28-APR-2026,749.45,38,3.3,4.25,200400,50400,11.3,4.3,4.3,3.87,0.43,0.0577,0.0,179868.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,755.85,66.0,9.7,6.4,24000.0
TATACONSUM,1050.5,550,30-MAR-2026,1052.1,9,1.6,6.18,12448150,535150,3.8,28-APR-2026,1056.5,38,6.0,5.49,591250,85250,12.3,4.4,4.4,5.45,-1.05,-0.0998,0.0,116215.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1060.2,66.0,9.7,3.7,25850.0
CGPOWER,688.3,850,30-MAR-2026,688.55,9,0.25,1.47,16356550,1309850,5.8,28-APR-2026,693.0,38,4.7,6.56,763300,485350,8.7,4.45,4.45,3.57,0.88,0.1279,0.0,117810.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,696.0,66.0,7.7,3.0,39100.0
FORTIS,828.55,775,30-MAR-2026,829.55,9,1.0,4.89,12952575,720750,8.4,28-APR-2026,834.0,38,5.45,6.32,638600,102300,19.2,4.45,4.45,4.3,0.15,0.0185,0.0,129270.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,840.8,66.0,12.25,6.8,37200.0
CAMS,644.45,750,30-MAR-2026,642.9,9,-1.55,-9.75,5394750,495750,9.3,28-APR-2026,647.6,38,3.15,4.69,653250,151500,15.4,4.7,4.7,3.34,1.36,0.2107,0.0,97140.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,648.05,66.0,3.6,0.45,49500.0
NAUKRI,994.8,375,30-MAR-2026,993.3,9,-1.5,-6.12,10986750,1048125,5.0,28-APR-2026,998.2,38,3.4,3.28,666000,131625,10.0,4.9,4.9,5.16,-0.26,-0.026,0.0,74865.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1004.6,66.0,9.8,6.4,27750.0
UPL,624.65,1355,30-MAR-2026,624.7,9,0.05,0.32,28444160,3131405,11.2,28-APR-2026,629.65,38,5.0,7.69,2041985,593490,18.3,4.95,4.95,3.24,1.71,0.2738,0.0,170635.15,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,631.0,66.0,6.35,1.35,205960.0
BAJFINANCE,829.35,750,30-MAR-2026,829.0,9,-0.35,-1.71,71040750,7542000,4.8,28-APR-2026,834.0,38,4.65,5.39,8758500,2906250,10.2,5.0,5.0,4.3,0.7,0.0843,0.0,125100.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,837.95,66.0,8.6,3.95,1872000.0
HDFCBANK,785.5,550,30-MAR-2026,787.6,9,2.1,10.84,272716400,36361600,0.6,28-APR-2026,792.6,38,7.1,8.68,77486750,19870950,0.6,5.0,5.0,4.07,0.93,0.1179,0.0,87186.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,794.35,66.0,8.85,1.75,3911600.0
INDUSINDBK,822.65,700,30-MAR-2026,823.55,9,0.9,4.44,37221800,3143000,5.5,28-APR-2026,828.65,38,6.0,7.01,6960100,749000,6.0,5.1,5.1,4.27,0.83,0.1013,0.0,116011.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,830.35,66.0,7.7,1.7,413700.0
INFY,1237.5,400,30-MAR-2026,1232.2,9,-5.3,-17.37,65334800,5258800,3.2,28-APR-2026,1237.3,38,-0.2,-0.16,11196800,1219600,4.8,5.1,5.1,6.42,-1.32,-0.1065,0.0,98984.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1242.7,66.0,5.2,5.4,1910400.0
HINDALCO,886.8,700,30-MAR-2026,888.1,9,1.3,5.95,36977500,5453000,3.9,28-APR-2026,893.2,38,6.4,6.93,5225500,1901200,7.3,5.1,5.1,4.6,0.5,0.0565,0.0,125048.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,896.55,66.0,9.75,3.35,3514000.0
AUBANK,911.8,1000,30-MAR-2026,910.9,9,-0.9,-4.0,24057000,2338000,6.6,28-APR-2026,916.0,38,4.2,4.42,2353000,457000,15.3,5.1,5.1,4.73,0.37,0.0407,0.0,183200.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,920.0,66.0,8.2,4.0,120000.0
ZYDUSLIFE,891.0,900,30-MAR-2026,890.4,9,-0.6,-2.73,8790300,405000,3.9,28-APR-2026,895.55,38,4.55,4.91,867600,151200,5.6,5.15,5.15,4.62,0.53,0.0594,0.0,161199.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,897.6,66.0,6.6,2.05,17100.0
SHRIRAMFIN,954.8,825,30-MAR-2026,956.3,9,1.5,6.37,41589075,12992100,2.1,28-APR-2026,961.6,38,6.8,6.84,3682800,2582250,8.3,5.3,5.3,4.95,0.35,0.0365,0.0,158664.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,964.4,66.0,9.6,2.8,624525.0
PAYTM,1067.6,725,30-MAR-2026,1067.6,9,0.0,0.0,18555650,1890075,7.5,28-APR-2026,1073.0,38,5.4,4.86,2131500,233450,9.3,5.4,5.4,5.54,-0.14,-0.0128,0.0,155585.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1079.0,66.0,11.4,6.0,60175.0
COFORGE,1092.7,375,30-MAR-2026,1091.4,9,-1.3,-4.82,22946625,2260500,6.4,28-APR-2026,1097.2,38,4.5,3.96,2502000,453375,11.8,5.8,5.8,5.67,0.13,0.0122,0.0,82290.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1100.7,66.0,8.0,3.5,250125.0
MAXHEALTH,970.1,525,30-MAR-2026,969.3,9,-0.8,-3.34,12686100,717675,6.2,28-APR-2026,975.2,38,5.1,5.05,645225,183750,14.4,5.9,5.9,5.03,0.87,0.0896,0.0,102396.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,980.0,66.0,9.9,4.8,39900.0
LAURUSLABS,981.5,850,30-MAR-2026,980.4,9,-1.1,-4.55,18288600,2218500,7.1,28-APR-2026,986.4,38,4.9,4.8,2550850,628150,10.1,6.0,6.0,5.09,0.91,0.0927,0.0,167688.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,990.0,66.0,8.5,3.6,210800.0
TECHM,1384.4,600,30-MAR-2026,1383.1,9,-1.3,-3.81,19113600,2131800,5.8,28-APR-2026,1389.4,38,5.0,3.47,702000,211200,13.7,6.3,6.3,7.18,-0.88,-0.0635,0.0,166728.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1393.0,66.0,8.6,3.6,52200.0
PRESTIGE,1272.5,450,30-MAR-2026,1275.5,9,3.0,9.56,5650200,540000,13.3,28-APR-2026,1281.9,38,9.4,7.1,545400,63000,22.6,6.4,6.4,6.6,-0.2,-0.0157,0.0,115371.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1278.0,66.0,5.5,-3.9,4950.0
ADANIGREEN,866.6,600,30-MAR-2026,865.6,9,-1.0,-4.68,17767800,2829600,5.8,28-APR-2026,872.0,38,5.4,5.99,7788600,1455600,8.0,6.4,6.4,4.49,1.91,0.2199,0.0,104640.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,873.5,66.0,6.9,1.5,102600.0
SBIN,1066.6,750,30-MAR-2026,1066.3,9,-0.3,-1.14,68184000,10259250,2.8,28-APR-2026,1073.0,38,6.4,5.76,11445750,2211000,3.7,6.7,6.7,5.53,1.17,0.1096,0.0,160950.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1066.1,66.0,-0.5,-6.9,932250.0
KAYNES,3653.2,100,30-MAR-2026,3650.4,9,-2.8,-3.11,3624100,399700,7.9,28-APR-2026,3657.2,38,4.0,1.05,499800,142600,14.8,6.8,6.8,18.95,-12.15,-0.3325,0.0,73144.0,0.0,21.7,100,100,46.5,False,False,26-MAY-2026,3660.0,66.0,6.8,2.8,30500.0
GODREJCP,1021.7,500,30-MAR-2026,1023.0,9,1.3,5.16,10026500,583000,5.9,28-APR-2026,1029.8,38,8.1,7.62,166000,36500,14.6,6.8,6.8,5.3,1.5,0.147,0.0,102980.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1036.5,66.0,14.8,6.7,8000.0
LODHA,811.7,450,30-MAR-2026,811.8,9,0.1,0.5,11661300,1118250,6.8,28-APR-2026,818.7,38,7.0,8.28,1465200,295650,10.4,6.9,6.9,4.21,2.69,0.3315,0.0,73683.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,822.0,66.0,10.3,3.3,76050.0
CIPLA,1257.0,375,30-MAR-2026,1257.0,9,0.0,0.0,13194750,588000,4.0,28-APR-2026,1264.0,38,7.0,5.35,1033500,126375,12.7,7.0,7.0,6.52,0.48,0.0383,0.0,94800.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1269.7,66.0,12.7,5.7,82125.0
HAVELLS,1296.9,500,30-MAR-2026,1294.9,9,-2.0,-6.25,8038000,399000,13.1,28-APR-2026,1301.9,38,5.0,3.7,306000,59500,22.3,7.0,7.0,6.73,0.27,0.0211,0.0,130190.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1305.0,66.0,8.1,3.1,20000.0
ICICIBANK,1262.5,700,30-MAR-2026,1263.8,9,1.3,4.18,109806200,6367900,4.0,28-APR-2026,1270.8,38,8.3,6.31,20469400,1813000,4.7,7.0,7.0,6.55,0.45,0.0359,0.0,177912.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1277.0,66.0,14.5,6.2,4488400.0
JINDALSTEL,1189.3,625,30-MAR-2026,1191.0,9,1.7,5.8,11065000,1851875,8.4,28-APR-2026,1198.0,38,8.7,7.03,407500,263750,15.0,7.0,7.0,6.17,0.83,0.07,0.0,149750.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1201.0,66.0,11.7,3.0,27500.0
POLICYBZR,1504.6,350,30-MAR-2026,1504.9,9,0.3,0.81,8133300,489300,6.6,28-APR-2026,1512.0,38,7.4,4.72,399000,56700,15.2,7.1,7.1,7.8,-0.7,-0.0467,0.0,105840.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1500.0,66.0,-4.6,-12.0,9800.0
ADANIENT,1942.5,309,30-MAR-2026,1936.7,9,-5.8,-12.11,15064059,945231,6.7,28-APR-2026,1944.0,38,1.5,0.74,3343071,433527,9.8,7.3,7.3,10.07,-2.77,-0.1428,0.0,120139.2,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1948.8,66.0,6.3,4.8,1108074.0
AXISBANK,1210.6,625,30-MAR-2026,1212.5,9,1.9,6.37,56681875,3703125,3.3,28-APR-2026,1219.8,38,9.2,7.3,15880000,1540000,4.1,7.3,7.3,6.28,1.02,0.0844,0.0,152475.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1217.6,66.0,7.0,-2.2,881875.0
JSWSTEEL,1170.9,675,30-MAR-2026,1169.0,9,-1.9,-6.58,41765625,3130650,4.3,28-APR-2026,1176.7,38,5.8,4.76,9962325,839025,4.2,7.7,7.7,6.07,1.63,0.139,0.0,158854.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1184.0,66.0,13.1,7.3,56025.0
NESTLEIND,1194.2,500,30-MAR-2026,1192.9,9,-1.3,-4.41,16214000,607500,10.1,28-APR-2026,1200.7,38,6.5,5.23,1026500,89500,7.5,7.8,7.8,6.19,1.61,0.1346,0.0,120070.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1197.4,66.0,3.2,-3.3,43000.0
CHOLAFIN,1453.8,625,30-MAR-2026,1457.2,9,3.4,9.48,17506250,1741875,5.5,28-APR-2026,1465.0,38,11.2,7.4,615000,394375,11.6,7.8,7.8,7.54,0.26,0.0179,0.0,183125.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1460.0,66.0,6.2,-5.0,40625.0
AUROPHARMA,1288.6,550,30-MAR-2026,1287.2,9,-1.4,-4.41,20918700,1101650,7.8,28-APR-2026,1295.1,38,6.5,4.85,628100,165550,10.8,7.9,7.9,6.68,1.22,0.0945,0.0,142461.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1299.0,66.0,10.4,3.9,26400.0
BHARATFORG,1723.6,500,30-MAR-2026,1718.1,9,-5.5,-12.94,7440000,897000,8.7,28-APR-2026,1726.0,38,2.4,1.34,556000,173000,12.7,7.9,7.9,8.94,-1.04,-0.0603,0.0,172600.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1752.0,66.0,28.4,26.0,35000.0
BAJAJ-AUTO,9030.0,75,30-MAR-2026,8971.5,9,-58.5,-26.27,3472800,260700,6.1,28-APR-2026,8979.5,38,-50.5,-5.37,861000,112050,11.7,8.0,8.0,46.83,-38.83,-0.43,0.0,134692.5,0.0,22.2,100,100,46.6,False,False,26-MAY-2026,9091.5,66.0,61.5,112.0,7275.0
SBILIFE,1902.4,375,30-MAR-2026,1907.2,9,4.8,10.23,9183750,633750,5.8,28-APR-2026,1915.3,38,12.9,6.51,421875,108000,6.3,8.1,8.1,9.87,-1.77,-0.0928,0.0,143647.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1928.7,66.0,26.3,13.4,21375.0
COLPAL,1909.0,225,30-MAR-2026,1913.9,9,4.9,10.41,6378750,321075,3.7,28-APR-2026,1922.1,38,13.1,6.59,689175,108000,8.3,8.2,8.2,9.9,-1.7,-0.0891,0.0,86494.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1920.6,66.0,11.6,-1.5,98775.0
ADANIENSOL,1014.1,675,30-MAR-2026,1015.5,9,1.4,5.6,15038325,1854900,12.8,28-APR-2026,1023.9,38,9.8,9.28,6689250,1300050,12.7,8.4,8.4,5.26,3.14,0.3097,0.0,138226.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1035.0,66.0,20.9,11.1,242325.0
ICICIGI,1804.9,325,30-MAR-2026,1809.0,9,4.1,9.21,5226975,338325,4.4,28-APR-2026,1817.6,38,12.7,6.76,107900,13650,21.5,8.6,8.6,9.36,-0.76,-0.0421,0.0,118144.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1860.0,66.0,55.1,42.4,1950.0
ADANIPORTS,1372.9,475,30-MAR-2026,1373.7,9,0.8,2.36,19532950,1426425,3.6,28-APR-2026,1382.9,38,10.0,7.0,1473925,294025,9.4,9.2,9.2,7.12,2.08,0.1515,0.0,131375.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1385.6,66.0,12.7,2.7,237500.0
MFSL,1636.7,400,30-MAR-2026,1640.1,9,3.4,8.42,10200800,288000,11.0,28-APR-2026,1649.3,38,12.6,7.39,161600,22800,19.4,9.2,9.2,8.49,0.71,0.0435,0.0,131944.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1650.0,66.0,13.3,0.7,3200.0
DRREDDY,1296.7,625,30-MAR-2026,1295.0,9,-1.7,-5.32,14215625,1294375,6.2,28-APR-2026,1304.3,38,7.6,5.63,470625,76875,6.9,9.3,9.3,6.72,2.58,0.1986,0.0,163037.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1313.1,66.0,16.4,8.8,33125.0
UNITDSPR,1310.0,400,30-MAR-2026,1312.5,9,2.5,7.74,11683600,920400,8.4,28-APR-2026,1322.0,38,12.0,8.8,496400,131600,12.9,9.5,9.5,6.79,2.71,0.2066,0.0,105760.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1333.0,66.0,23.0,11.0,20000.0
RELIANCE,1423.7,500,30-MAR-2026,1423.6,9,-0.1,-0.28,89289000,11661500,3.5,28-APR-2026,1433.2,38,9.5,6.41,10352500,2396500,6.3,9.6,9.6,7.38,2.22,0.1557,0.0,143320.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1438.8,66.0,15.1,5.6,1431500.0
